Hcell	Pcell	Delta_mean_%	meanP	maxP	Variance_P	CV_P	meanH	maxH	new_meanH	new_maxH	new_Variance_H	new_CV_H
Cell#778	3948_1_3_2_1	-10.55	94782812107.89969	252938241852.9704	2467.170808966763	0.5240467347851222	41081000000.0	95149000000.0	36746625423.42314	95149000000.0	331.6581235927072	0.49559607390747606
Cell#55	3949_0_0_1	-29.29	114643529213.23035	460513399728.3709	4550.740202019475	0.5884254854887729	1956000000.0	5782999999.999999	1382729021.1936648	5782999999.999999	0.7291866863235714	0.6175644489786744
Cell#828	3945_3_0_3	-21.1	110625459269.69809	426619152028.92224	3967.187133769212	0.5693590873680174	17214000000.000004	35016999999.99999	13581495653.109947	35016999999.99999	18.108586840069485	0.3133247350442877
Cell#934	3950_3_3_1_1_3	-5.66	76832050976.72542	244246220546.51413	2063.7928618140554	0.5912765108329678	12272000000.0	38324000000.0	11576956840.044636	38324000000.0	52.38584332285628	0.6251907670592682
Cell#492	3952_2_1_1_1	21.38	161555858988.3475	442683641654.02844	7954.708679589756	0.5520639988820378	2353000000.0	7428999999.999999	2856140105.3198957	7429000000.0	2.0632272283638486	0.5029143441046736
Cell#295	3951_3_1_1_3	-22.96	108541159245.97472	390516410662.5036	3716.4054522369597	0.5616517140907703	27045000000.0	65683000000.00001	20836259316.125618	65683000000.00001	92.25323914582337	0.46096829724286825
Cell#207	3944_2_3	39.88	213170296854.2192	484185021555.6834	11266.62181616337	0.4979321500974498	12309000000.000002	38695000000.0	17217582622.789474	38695000000.0	68.91479558150526	0.48215209749350446
Cell#160	3945_3_3_0	-22.94	159028904663.222	469207379584.7506	6468.801432734906	0.5057499428939305	40503000000.0	78418000000.0	31212177498.719498	78418000000.0	146.66838877315806	0.38801113814663724
Cell#530	3950_3_1_3_2_3	-11.07	174772570989.82123	437558822653.3525	7981.567284704222	0.511176422936453	21732000000.0	50178999999.99999	19325853076.1754	50178999999.99999	108.62360822007838	0.5392913307588337
Cell#703	3948_1_3_3_0	-40.96	111574138486.59637	382398946681.64526	4536.998462713274	0.603699441271916	34325000000.000004	60366000000.00001	20264247576.471207	60366000000.00001	98.3207457102665	0.48931902209624734
Cell#228	3950_3_1_1_2_2_3	-18.27	111956075687.78537	442806598562.8325	8562.858057767726	0.8265358692576543	3585000000.0	9772000000.0	2930230013.4395385	9772000000.0	3.6832994487782846	0.654963052775074
Cell#545	3950_3_3_2_1_3	-68.2	27148715301.79908	251060616043.86237	287.3096320183282	0.6243466843380467	14335999999.999998	28125000000.0	4558644455.325635	28125000000.0	3.129819650951606	0.3880823890180296
Cell#61	3950_1_3_3_1_0	-35.76	118193470549.09555	409783999488.5201	3524.06856201484	0.5022601123248894	17940000000.0	35033000000.0	11523787673.194727	35033000000.0	22.67978933469367	0.41326084592518836
Cell#270	3950_2_1_1_2	-42.38	124102518825.73334	397310228142.4612	4933.893834992937	0.5659972277092337	14398000000.0	27326000000.0	8295800387.401849	27326000000.0	23.792268878745798	0.5879760495964922
Cell#590	3950_1_3_0_3_3	-7.19	181459639476.45206	455835963115.8711	10090.381035421547	0.5535715212702214	11605000000.0	24500000000.0	10770584459.776342	24500000000.0	24.97592428098405	0.46400377498944595
Cell#751	3947_0_2_3_1	-57.09	65460288565.867836	308556706957.0564	2413.978640485558	0.7505658422154152	14174000000.000002	25745000000.0	6081779288.577701	25745000000.0	15.619866049583347	0.6498423298938586
Cell#63	3950_3_1_2_2_0_0	-38.65	84699722313.33234	325400779656.1353	4070.9900274068655	0.7533001132869475	13239000000.0	25144000000.0	8121685472.375691	25144000000.000004	20.62737873527639	0.559211191959845
Cell#732	3950_3_1_1_2_1_0	-6.09	135526988233.87434	359243256161.87024	7277.793691359889	0.629468617245419	4203000000.0000005	10248000000.0	3946716849.8416667	10248000000.0	5.782203096233764	0.6092712721695701
Cell#383	3948_1_1_2_1	-20.83	140542910610.54272	374268761852.26135	5546.179149190775	0.5298927816321072	18223000000.0	34366000000.0	14427012045.761545	34366000000.0	39.93591825618181	0.43803160092757726
Cell#613	3946_3_1	23.46	144595919198.91708	399174462068.15985	6891.804578899746	0.5741302644940026	8673000000.0	31072000000.0	10708329231.22175	31071999999.999996	43.78196803588131	0.6179109971193472
Cell#31	3950_0_3_0_2	-9.06	160945547694.50452	455494666416.82874	6746.866397269463	0.5103546639820913	43330000000.0	90457000000.00002	39404378375.138016	90457000000.00002	199.5081940742251	0.3584560279433896
Cell#776	3947_2_1_1	-46.57	113150600747.31041	421398174225.011	5629.84002239915	0.6631185286020647	17223000000.0	29546999999.999996	9202930599.699743	29546999999.999996	24.293874434036407	0.5355774020243882
Cell#604	3950_2_0_1_1	1.97	183603800570.9358	473114209748.1638	9321.351855784214	0.5258450427297223	12210000000.0	29646000000.0	12449802944.087412	29646000000.0	32.65721149619997	0.4590152050748575
Cell#527	3950_2_0_3_0_1_3	16.37	124052107053.72649	432304498417.3868	4433.765462707099	0.5367625566086669	3262000000.0	14633000000.0	3796410768.376783	14633000000.000002	5.42590504618469	0.6135682779082386
Cell#903	3950_2_3_0_0_0_3	-11.65	145061179957.20587	393797902227.52966	6204.279119486445	0.5429932840227267	40634000000.0	74158999999.99998	35899840071.48916	74158999999.99998	142.56129585035447	0.33258932316007467
Cell#200	3945_0_0_3_1	-12.89	129097302199.40582	362713077349.93945	4559.51671484417	0.5230488352705696	28520000000.0	65810000000.0	24842827088.119335	65810000000.0	138.30691062848982	0.47339201016363547
Cell#345	3950_2_3_0_3_2	-56.73	71760568134.86609	373260535940.7309	1607.012668115777	0.5586293915091257	12435000000.0	25555999999.999996	5380707633.526635	25555999999.999996	7.188890795975882	0.4983007586632016
Cell#295	3951_2_2_3_3_1	-47.17	63817725555.451744	404094898724.9685	2286.2721994020994	0.7492429164814542	27045000000.0	65683000000.00001	14286721573.372858	65683000000.000015	52.63689157820272	0.5078231980942943
Cell#507	3951_3_2_1_1	-25.02	166588069185.7026	469274008360.4739	7165.710603819415	0.5081427548369275	7051000000.0	14633000000.0	5286559967.694631	14633000000.0	6.773773140430603	0.49231397146584654
Cell#150	3951_2_1_1_1	2.25	161075715994.3761	375694538814.52893	7099.691878423404	0.5231059742716928	37946000000.0	77983000000.0	38798480444.143486	77983000000.0	230.83022885639895	0.39159002859173186
Cell#934	3951_2_2_3_2_0	-24.39	88204146314.41129	354299055688.871	2954.9380598156863	0.6162900979728329	12272000000.0	38324000000.0	9278543546.001606	38324000000.0	35.01390121248987	0.6377352764489844
Cell#551	3947_2_0_1_3	-43.62	99649917579.55832	388975395240.1135	4334.822082953828	0.6607066754664167	31473000000.000004	56760000000.0	17744996841.688065	56760000000.00001	78.99635864052067	0.5008729870044267
Cell#23	3950_2_0_0_2_1	-38.57	125946872767.92288	498869315638.5083	4269.637482160438	0.5188097302464978	17382000000.0	45588000000.0	10677915015.252804	45588000000.0	36.95580235241066	0.5693179250606062
Cell#200	3964_3_2_3	-26.12	105494731231.12035	360454427183.36884	4144.083303439537	0.6102158281385972	28520000000.0	65810000000.0	21072251216.65111	65810000000.0	127.04633690837412	0.5348969710958595
Cell#523	3952_2_2_3_0	-50.54	67533342588.67604	456195889699.277	3622.8272854732318	0.8912623671544677	13536000000.0	35518000000.0	6695431447.744315	35518000000.0	20.299565547902922	0.6729221189648233
Cell#887	3943_3_1	-22.63	88552887450.4085	308453271296.3925	2565.822287794493	0.5720191388126802	24063000000.000004	52673000000.0	18617635600.515354	52673000000.0	59.89652056820601	0.4156964078254218
Cell#890	3952_1_0_0	-37.77	108269485779.99094	489421402061.11273	5989.966951177658	0.7148355440913926	14069000000.0	27988000000.000004	8754783635.821686	27988000000.000004	16.264341602024054	0.46065185690422633
Cell#951	3950_3_1_1_0_0_1	8.13	168167981189.55676	401122728899.9839	9376.71614039645	0.575813806383333	4833000000.0	13015999999.999998	5226410249.6431465	13015999999.999996	10.428972406898508	0.6178986726961417
Cell#946	3950_2_1_0_1	-7.54	149644731686.22897	406112438615.802	6144.850689102196	0.5238346658866156	30642000000.0	83323000000.0	28331239977.392883	83323000000.0	280.0901763955668	0.5907222861518995
Cell#141	3943_0_1_0_2	3.12	129128083486.53177	346954853218.922	4932.853531775965	0.5439117049532106	22434000000.0	47543000000.0	23132850917.614544	47543000000.0	60.30638686912463	0.33570089237580053
Cell#64	3950_3_1_0_3_1	-21.24	111720849516.50386	400418498599.1504	3906.6203819929015	0.5594565674733412	16664000000.000002	37312000000.0	13125152055.193615	37312000000.0	27.13926251280568	0.3969124096388708
Cell#768	3945_2_0_1	-17.85	119789512134.59248	345524675828.83405	4028.1008535747437	0.5298236883682805	9293000000.0	22208000000.000004	7633986128.68008	22208000000.000004	16.60863116887575	0.5338454602470142
Cell#746	3950_3_0_3_3_1	-38.34	89672170748.99379	389309484447.7999	3497.844480909947	0.6595421641962586	2864000000.0	7975000000.0	1765719137.2246768	7975000000.0	1.4954898830159291	0.692580270518125
Cell#722	3950_2_0_3_0_3_3	-24.42	116112621933.5631	352716889256.8125	6670.210472785763	0.7033805209236703	28916000000.0	62519000000.0	21853722549.69673	62519000000.0	195.4378915099419	0.6397038422549292
Cell#414	3962_1_0_0	-25.21	137520340553.96347	444319068760.0773	5645.489749292407	0.5463662601326632	13280999999.999998	34493000000.0	9933230842.874104	34493000000.0	35.76938158186185	0.6020952312334695
Cell#171	3945_0_1_2_3	-22.23	116176395982.13013	343244728258.38257	4381.593656585454	0.5697681255292688	28208000000.000004	50674000000.0	21936860547.986202	50674000000.00001	71.60465406083723	0.38574130996017875
Cell#318	3951_3_2_1_0	-27.46	160580162626.42032	421131610176.40875	6494.341681728782	0.5018520166157366	29069000000.000004	56673000000.0	21086737821.595936	56673000000.0	119.15489885753944	0.5176623181637854
Cell#444	3949_3_0_2	-19.68	161219314645.90576	501313933594.94037	8788.327782987371	0.581481701701008	1850000000.0	4934000000.0	1486339848.0457485	4934000000.0	0.897803213182128	0.6374886494522617
Cell#564	3944_3_1_0	-30.86	107593405538.55664	297579512055.7648	3290.7033219903237	0.533161413680913	19058000000.0	38820000000.0	13176764197.43298	38820000000.0	59.3691433395102	0.5847518668904563
Cell#365	3950_0_0_3_3	-25.14	140667934099.97925	423202384625.2211	6630.143982458941	0.578850443799467	12854000000.000002	24511999999.999996	9622901627.893482	24511999999.999996	17.901395587772026	0.4396806962212556
Cell#189	3951_2_3_0_2	-29.21	112945953381.70584	416813418027.8587	5278.241644340191	0.6432413559664093	19232000000.0	42498000000.00001	13614161831.52788	42498000000.00001	46.87104092486794	0.5028765573277623
Cell#186	3950_2_1_2_2	-14.65	130031679405.07484	354347652318.2808	5713.734258267187	0.5813140868515141	19252000000.0	35854000000.0	16432011049.794056	35854000000.0	42.515468781614366	0.3968101456907079
Cell#893	3952_2_1_2_0	-29.89	87635797075.33922	385707199663.99084	3315.8286868563437	0.6570743304700329	16485000000.0	35257000000.0	11558003869.405203	35257000000.0	20.599570033319083	0.39268674519497593
Cell#333	3950_3_3_1_1_0	-30.34	94601116978.45024	328513570935.3921	4281.182088617674	0.6916487328817776	33728000000.0	67321000000.0	23494899959.18569	67320999999.99999	149.57289893862162	0.5205384989020174
Cell#832	3952_3_2_3	-6.09	170726920757.5091	493448119413.3023	13415.599834166122	0.6784268698551517	11171000000.0	19461000000.0	10491049148.008863	19461000000.0	11.67206844348019	0.32565293087179
Cell#808	3947_1_2_3	-38.17	130584385718.3094	481818383848.3867	5683.614718436865	0.5773259311491431	26991999999.999996	46360000000.0	16690169949.796373	46360000000.0	39.78133686353314	0.37790177156732047
Cell#646	3963_3_2_1_3	-61.92	55055674306.744705	382799764970.58624	2642.302765106401	0.9336609682842664	19596000000.0	36769000000.0	7463286074.146852	36769000000.0	21.415655368992645	0.620062684013147
Cell#104	3950_2_0_3_1_2	-3.96	131130894356.12704	376963671675.9235	5352.827219502424	0.5579388325910538	4466000000.0	11805000000.0	4288778239.6121173	11805000000.0	4.9377946381238695	0.5181230592837764
Cell#836	3945_0_3_1_1	-15.24	135319276753.37846	391434374823.6896	6803.29673170656	0.6095369517279616	21060000000.0	49077000000.0	17850320113.27813	49077000000.0	99.83896340526515	0.5597627864734952
Cell#181	3949_0_3_0	-40.31	80939630387.46638	371920425401.7511	2167.8023987005517	0.5752394063378776	3433000000.0000005	7952999999.999999	2048658792.1115665	7952999999.999999	0.877471418582463	0.4572427812822637
Cell#912	3947_1_2_0	-22.69	122405710716.61046	363746197937.9965	5416.715613070234	0.6012655726036499	833000000.0	2040000000.0	643587757.9739579	2040000000.0	0.1800038022624787	0.6592240831820433
Cell#237	3950_3_2_1_0_1_2	-35.57	141680128266.82166	444685412218.37054	5899.493717608705	0.5421237454392646	29798000000.0	50317000000.0	19198474282.784008	50317000000.0	62.52081361415562	0.41185618674279717
Cell#224	3963_3_2_1_0	-41.13	86574676593.24852	427703640010.09424	4838.514220122888	0.8034616142871468	4814000000.0	13740000000.0	2834391720.333103	13740000000.0	4.945449928335691	0.7845904793327748
Cell#652	3963_2_3_2	-50.07	85719762022.6575	354869931695.034	4738.797494300851	0.8030694747993198	2033000000.0	3718000000.0	1015351615.5654231	3718000000.0	0.4809947006242134	0.683051865202224
Cell#801	3948_1_1_1_0_1	-8.83	120023576133.26016	395762407942.6045	5057.045909888688	0.5924911744652754	8031000000.000001	23151000000.0	7322242036.492638	23151000000.0	16.5985420263697	0.5564048293517729
Cell#843	3945_1_1_0_0	-38.67	144310435327.7059	432494390756.82416	6160.086947626836	0.5438707270813982	21185000000.0	38530000000.0	12992394533.661083	38530000000.0	47.945201286462336	0.5329462037550319
Cell#201	3945_1_3_1	-40.05	149510613842.58502	462845938277.2827	6582.118981726327	0.5426387950791973	17694000000.000004	31372000000.0	10607234864.998144	31372000000.0	28.381023338869603	0.5022406267578988
Cell#346	3950_1_3_2_2	-48.14	69803124920.78615	323117763767.00256	1588.6036956758414	0.5709958067088674	24886000000.0	46715000000.0	12905754043.52034	46715000000.0	27.93344605631347	0.4095235432441638
Cell#20	3948_1_0_1_3	-58.32	20087757983.849735	434419465081.975	1038.3596707777237	1.6041406292350524	31296000000.0	86767000000.00002	13042948334.322796	86767000000.00002	32.784286716937665	0.4389924950318415
Cell#434	3949_3_2_1	26.62	163549032499.83133	441411539928.39197	7449.622038833176	0.5277389397594041	2126000000.0	7964000000.0	2692045103.8508263	7963999999.999999	2.6535860912747773	0.6051099010472828
Cell#735	3950_2_0_0_2_0	-18.66	141614919200.7298	401689472007.70856	6747.747353760414	0.5800566337006919	18776000000.0	38868000000.0	15273260074.170198	38868000000.0	55.89083058404828	0.48948403879924685
Cell#292	3950_0_2_3_3_2	1.31	147022193648.65295	426255617488.7079	7436.987887325687	0.5865643157748185	10342000000.0	25712000000.0	10476786088.418352	25712000000.0	22.181859988437196	0.4495426518294472
Cell#475	3950_3_1_0_2_3	-10.23	130610843666.63773	382011270247.73755	4479.348986155775	0.5124225284620176	9665000000.0	19957000000.0	8676031226.513493	19957000000.0	8.633089624126013	0.33865852953815345
Cell#209	3950_3_2_0_1_2_2	-32.34	88689208767.22998	308604080900.64813	2286.7527501435975	0.5391862699617083	33354999999.999996	71602000000.0	22567548268.735027	71602000000.0	113.05188851224176	0.4711449394644949
Cell#226	3963_0_2_3	-40.08	65777971486.709694	345344185083.9893	3808.0583809465115	0.9381479258167411	29375999999.999996	61360000000.0	17601575876.772926	61360000000.0	95.55692832968435	0.5553663197019777
Cell#899	3950_0_2_2_2_1	-52.0	115887483644.46486	453986199999.59424	5195.310863313882	0.6219697123144797	30845000000.0	52957000000.0	14805001307.965446	52957000000.0	66.54948147295298	0.551015591627582
Cell#58	3946_3_0_1_3	-31.54	140998225517.22864	407584219150.59686	6860.373860941584	0.5874355762887107	8282000000.0	12837000000.0	5669559169.778688	12837000000.0	4.950265355058	0.39243248245893214
Cell#466	3951_1_2_2_2	-20.02	156808479728.1424	420599209883.75684	5678.908729738921	0.480576909374273	824000000.0000001	1689000000.0	658836676.1270733	1689000000.0000002	0.08426035010677027	0.4405892151476074
Cell#447	3950_3_1_2_2_1_2	-38.83	127367996049.73189	396526110018.41425	8070.662542536145	0.7053331218486141	36663000000.0	54358000000.00001	22428197749.28039	54358000000.00001	114.54575698508427	0.477194167319831
Cell#611	3960_3_3	-62.72	39297436423.72133	380702917042.32196	1068.1094263991906	0.8316558637103686	1360000000.0	4008000000.0	506707528.1297186	4007999999.9999995	0.11220848780233239	0.6610822524359582
Cell#451	3951_2_3_1_0	-7.61	124320891806.16934	407588763420.39417	5193.957022621322	0.5797023474709516	6632999999.999999	16762999999.999998	6127919248.053643	16762999999.999998	7.164544134941754	0.4367986098547045
Cell#510	3950_3_3_0_0_3	-28.58	97962360719.87708	338175853258.99023	3332.4534447256024	0.5892814947798091	18006000000.0	36263000000.00001	12858815878.924305	36263000000.00001	31.26777058113835	0.43485801644552374
Cell#15	3963_2_0_3_1	-48.84	63769247039.77409	397850877240.16235	3032.6908096863745	0.8635804031771653	11105000000.0	34903000000.0	5680525085.603231	34903000000.0	23.145224214885904	0.8469196592029016
Cell#397	3950_3_2_0_0_0	8.29	122400127898.87643	305979721411.9354	3434.614138524685	0.4788032670143286	2580000000.0	7334000000.0	2794183033.9526563	7334000000.0	2.0666279131173444	0.5144892373473501
Cell#897	3950_3_1_0_2_0	-26.72	131681069514.00159	369437938192.5808	4892.545257380682	0.5311828938551877	16904000000.0	33552000000.0	12387828512.87693	33551999999.999996	37.96740353332553	0.497405134948096
Cell#870	3951_1_3_3_2	-59.39	84100551851.05977	467622552902.686	2768.6863493177066	0.6256594868996449	14564000000.0	25695999999.999996	5914404200.341449	25695999999.999996	7.261051814605745	0.4556052987287713
Cell#10	3959_1_1	-23.98	169026211728.34393	443802396396.524	6467.587642869565	0.47579196468802887	40437000000.0	80160000000.0	30738698122.738102	80160000000.0	206.9015364338712	0.46794669897935964
Cell#197	3950_3_1_1_2_2_0	-36.46	148033219553.60486	469491096678.62695	8576.903099224151	0.6256134357300878	46863000000.0	79402000000.0	29778075036.788433	79402000000.0	204.59482848339061	0.48034215926627927
Cell#794	3950_3_1_2_2_3_1	-23.7	96420915344.63257	295768531949.9432	2933.633173293731	0.5617352194559061	14239000000.0	33631999999.999996	10865203355.287024	33631999999.999996	38.08407415120195	0.56798104440282
Cell#685	3950_3_1_1_2_1_3	-17.29	106108640219.48462	339776768322.17804	3803.1667875857825	0.5811950901643997	7584000000.0	19073000000.0	6273251543.404795	19073000000.0	11.38652632640976	0.5379017103199871
Cell#213	3950_0_3_1_2_3	-10.87	160083431395.09326	389004105433.7858	6709.184107843513	0.5116682511140156	6974000000.0	15460000000.0	6215738542.017392	15460000000.000002	10.819172205272025	0.529181043818856
Cell#354	3945_2_1	-7.6	186757769539.91925	470915049544.4226	10346.108745415862	0.5446403848506686	34906000000.0	64753000000.0	32252349316.318913	64753000000.0	135.399918457168	0.36078447955061765
Cell#13	3950_2_3_3_2	-21.39	131286330106.94627	437741090786.3219	5216.806769857337	0.5501522163236459	10995000000.0	25565000000.0	8643337574.655737	25565000000.0	15.942561959656196	0.46195277637456467
Cell#673	3960_2_1	-28.05	72439216823.25511	346791748771.4093	2133.8939265475174	0.6376944942518686	3448000000.0	11703000000.0	2480804816.643317	11703000000.0	2.393477293062392	0.6236229070394279
Cell#142	3945_0_0_0_3	-19.45	105422516782.67526	322822056046.1834	2968.271769119815	0.5167951755722846	22923000000.0	40629000000.0	18465287607.542553	40629000000.0	30.04848313586778	0.2968624041692114
Cell#920	3948_3_2_2	-41.63	116462606243.11299	420436122733.81665	5374.295169734587	0.6294688638509153	11481000000.0	19488000000.0	6702055714.715606	19488000000.0	9.419483427137344	0.45793676237057035
Cell#95	3946_0_3_0	-30.56	142264242748.8339	432344848182.70166	7340.64800380052	0.60224255956333	15247000000.0	31200000000.0	10587482344.802944	31200000000.0	36.60156373730039	0.5714222159144646
Cell#95	3951_2_2_1_0	-38.45	87642538210.40048	298136975479.313	2406.905597933452	0.5597763962049538	15247000000.0	31200000000.0	9384994148.636332	31200000000.0	25.60311556117888	0.5391534667136757
Cell#747	3950_0_2_2_1_0	-15.32	171661392986.49838	446301801991.2162	8539.074596741564	0.5383104012921047	80764000000.0	191064000000.00003	68388897593.093834	191064000000.00003	1685.0954082819558	0.600242364851753
Cell#930	3947_3_1_2_1	-28.25	78343064755.82281	246249245286.15244	2034.7504000854506	0.5757779303172307	10865000000.0	18462000000.0	7795948424.539109	18462000000.0	8.144595586806608	0.36607140410075345
Cell#602	3950_3_2_1_3_0	-31.86	141820890209.0269	459691316654.4519	5715.999025923993	0.5330965426346601	13180000000.0	23996000000.0	8980757568.451832	23996000000.0	12.57973368811566	0.3949323874647342
Cell#526	3945_0_3_2_2	18.3	205701433084.14713	445000384209.7216	12615.355386795767	0.5460248741198631	967000000.0000001	2608000000.0	1143775219.1266804	2608000000.0	0.4698913895243892	0.5993190197425744
Cell#650	3950_0_2_1_1	-37.42	116727167467.69507	446148395568.8325	3997.7904568592876	0.5416740951557171	4610000000.0	8079000000.000001	2884833082.835601	8079000000.000001	0.9857411659962634	0.3441602884381563
Cell#803	3940_2_0	-15.23	113315146528.0462	399951191189.24304	4849.085496141388	0.6145283967319132	26784000000.000004	53406000000.00001	22704873072.20849	53406000000.00001	53.74314210035602	0.32288096948173317
Cell#416	3950_2_3_0_1_2	-33.1	138827852739.856	421739203907.4934	5781.116205822922	0.5476829778605377	3848999999.9999995	8480000000.0	2574709311.076846	8480000000.000001	2.4934380859778837	0.6132973537838663
Cell#297	3950_3_1_0_1_0	-16.89	136651363459.60193	346229149263.8834	5165.474604537075	0.5259459873745963	14679000000.0	27053000000.0	12200138049.10223	27053000000.0	25.361195947068023	0.41278140017364245
Cell#368	3945_0_1_3_2	-25.23	124373959691.49286	404278744199.06573	4973.1472898517095	0.5670041006675235	21011999999.999996	44821000000.00001	15709973860.451448	44821000000.00001	53.824649917368426	0.4669981331695743
Cell#828	3952_1_0_2_0	-17.4	141863929295.42706	510564343256.172	8162.324861040461	0.6368467740848586	17214000000.000004	35016999999.99999	14219157821.337742	35016999999.99999	25.986580339418623	0.35850951946794873
Cell#724	3952_1_2_2_0	-4.1	102363820959.55867	452858203538.3628	4423.055554047637	0.6497027553106395	195000000.0	877000000.0	186896790.29657847	877000000.0	0.01706731741423533	0.6990058167483514
Cell#285	3952_0_1_2	-35.05	112112132610.4679	382773761943.7194	7292.782877009877	0.7617176660810986	36302000000.0	62256000000.0	23579425987.92974	62256000000.0	156.03322998213864	0.5297553128002588
Cell#726	3950_0_2_3_0_2	-40.55	85971602844.6938	327359732596.8203	2609.967081359688	0.5942408333854081	13814000000.0	27745000000.0	8213035456.418302	27745000000.0	16.8689129922115	0.5000804208462649
Cell#801	3962_2_3	-7.26	120721397388.00267	385430020901.83344	4561.531068301329	0.5594626069345824	8031000000.000001	23151000000.0	7448135250.028605	23151000000.0	15.881560991743553	0.5350557542615225
Cell#904	3949_3_3_1	-7.52	170953474621.01196	419799222604.3102	8028.324972287553	0.5241245947073658	3578000000.0000005	8185000000.000001	3309385523.0501246	8185000000.000002	3.0340049209918294	0.5263332150447565
Cell#699	3939_2_2	-39.22	147746835508.46024	467744738436.2079	6337.936791797662	0.5388349584355178	8023999999.999999	13947000000.0	4876548666.191181	13947000000.0	4.9726822070420225	0.4572806137307006
Cell#252	3951_2_2_0_3_0	-47.03	83792572343.77124	417650976837.2417	2423.5956366356627	0.5875225741060798	15300999999.999998	38769000000.0	8105297817.981195	38769000000.0	20.362134125782074	0.5567274945184091
Cell#681	3949_0_1_1	-28.57	114407795541.43188	383998520453.0751	4113.595647233065	0.5606026964745161	18465000000.0	40804000000.0	13190331076.365814	40804000000.0	42.08968349007941	0.49184938593035377
Cell#737	3950_0_2_1_0	-42.31	60401592730.35916	414655207296.4291	2005.4020995435928	0.7413995907336997	16463000000.000002	30523000000.000004	9496848445.78781	30523000000.000004	7.5636886037103	0.28959250186776037
Cell#630	3952_2_3_2_1	-39.4	61994759711.53467	367651216145.4316	2846.741545525448	0.8606350691274708	37943000000.00001	82098999999.99998	22992257185.99029	82098999999.99998	111.55882697088607	0.45937817788063023
Cell#225	3959_3_3	-43.11	95943266738.40329	372254671619.8965	2917.9257212246985	0.5630184341803445	35380000000.0	61381000000.0	20127816770.135345	61381000000.00001	64.86421483764236	0.40013442091092666
Cell#808	3945_3_1_1	-50.64	82878802968.66232	472232133914.76074	2516.6136549990083	0.6052918195350055	26991999999.999996	46360000000.0	13323681046.668367	46360000000.0	17.672005489406647	0.31551404119356213
Cell#956	3950_3_1_2_1_0_2	-50.31	83413300219.68016	419921410916.7981	4537.989857968236	0.8076002713939886	21035000000.0	33686999999.999996	10452275279.272715	33686999999.999992	22.40049327850149	0.45281202530432807
Cell#323	3952_1_2_3_2	-42.12	84321287686.70914	296134730618.50793	2858.4782830723775	0.634059798606792	14911000000.0	31203000000.000004	8631331204.446154	31203000000.000004	32.21467363170914	0.6575807422798646
Cell#770	3944_0_3_0_2	-30.37	110513639158.36865	374505092705.78357	4071.451972765097	0.5773760670095719	6414000000.0	15792000000.0	4466169987.216342	15792000000.0	7.444285177004775	0.6109086186126169
Cell#86	3945_1_1_0_3	11.67	136069911471.70454	329025557847.5305	5493.065095190506	0.5446848182898678	20006000000.0	48122000000.0	22341435776.027573	48122000000.0	97.09870345991087	0.4410579308992233
Cell#425	3948_1_3_1_2	-36.87	71968103917.02728	298967045637.154	1503.9422437728308	0.5388594683471821	23736000000.0	59431999999.99999	14983782378.970385	59431999999.99999	56.92904857626837	0.5035533691332511
Cell#660	3950_3_3_0_3_3	-17.92	101905310701.06003	392080522955.4745	3406.658331028108	0.572753130716933	4074000000.0	14377000000.0	3343681396.16034	14377000000.0	4.870224837625008	0.6600086338501634
Cell#949	3950_1_3_3_0_2	3.64	163112897514.72675	416763925686.9263	8253.184332906078	0.5569580302458957	1950000000.0	5559000000.0	2020860965.3330119	5559000000.0	1.5933120743567868	0.6246172708725345
Cell#884	3950_0_2_2_3_2	-9.4	130202327199.61346	393158448722.8764	4850.6585963671	0.5349110969804974	7896000000.0	16509000000.0	7153578471.365679	16509000000.0	6.098022232156749	0.3452002934020602
Cell#820	3951_2_3_1_3	-27.95	136385697100.04123	415673989802.8946	6629.352648773516	0.5969895555787448	28891000000.0	62716000000.0	20815087042.798176	62716000000.0	147.92468022833427	0.5843083441394323
Cell#911	3943_1_1	-6.76	167955319975.31665	412849646723.8344	8545.014237451775	0.5503799832627446	4867000000.0	11833000000.0	4538363049.406176	11833000000.0	7.50215946630999	0.603523118828446
Cell#46	3950_1_3_2_3	-38.95	151978425192.91852	507694978836.151	5884.801922396141	0.5047588993652004	23250000000.0	44603000000.0	14192825037.2157	44603000000.0	41.44085869242885	0.4535712554925574
Cell#45	3939_3_0_2	-31.77	92763837442.24686	260045377348.85968	2128.755598519532	0.49737527857396097	20214000000.000004	34855000000.0	13792619645.888441	34855000000.0	33.633192057387966	0.42047219655100476
Cell#614	3951_1_0_1	-13.6	145549789912.80054	473928383713.17975	8338.486705808751	0.6273819755652196	7858000000.0	22363000000.000004	6789489851.286265	22363000000.000004	18.635403492512022	0.6358171774278111
Cell#600	3950_0_3_2_2_3	-22.17	76777611417.18399	284001195422.3602	2351.680837014644	0.6316181382860514	28891000000.0	58120000000.0	22487386302.62358	58120000000.0	68.88983084813722	0.36909535409876165
Cell#768	3947_1_1_1	-25.59	85091332749.30106	280589604117.88025	2543.5043847216375	0.5926945304161454	9293000000.0	22208000000.000004	6915282104.593651	22208000000.000004	15.418465091988343	0.5678199790605668
Cell#237	3950_3_1_2_0_2	-27.18	157979407507.77182	385242780922.324	6127.568480593191	0.4954999398215347	29798000000.0	50317000000.0	21698258925.264717	50317000000.0	96.01345620139308	0.451586722451917
