Hcell	Pcell	Delta_mean_%	meanP	maxP	Variance_P	CV_P	meanH	maxH	new_meanH	new_maxH	new_Variance_H	new_CV_H
Cell#769	3947_1_1_3_0	-42.87	72962039173.09378	341700917646.7539	2029.0929166210174	0.6173820579259766	6279000000.0	11591000000.0	3586575879.1514077	11591000000.0	1.7880793342912153	0.3728321613586188
Cell#909	3950_3_0_1_2_1	-20.63	96593742467.46358	329917867909.6837	2898.1250091891693	0.5573263342810895	47387000000.0	93503999999.99998	37610039287.68259	93503999999.99998	165.9586156356077	0.34252802830827905
Cell#337	3950_3_2_2_0_0	-21.85	192754605848.164	449260927127.0205	10917.073087152987	0.5420612280293453	23355000000.0	39436000000.0	18252496781.032677	39436000000.0	73.46228861925277	0.4695803838778474
Cell#4	3943_0_1_1	-19.54	177846279360.4918	449275784171.96796	8316.682662305418	0.5127790593242225	3572000000.0	7290000000.0	2873552349.9168634	7290000000.000001	2.173636080636842	0.5130672618268993
Cell#779	3948_0_1_3	-8.6	143796568964.04294	387127271007.2081	6604.695719850158	0.5651684157079554	33024000000.0	73158000000.0	30184787907.19504	73158000000.0	198.81251415068112	0.4671256659927242
Cell#886	3952_2_0_3	-16.4	120095494196.34117	396539828696.16125	4827.649429086165	0.5785503344883822	19350000000.0	49431000000.00001	16177352676.326662	49431000000.00001	69.18412801614666	0.5141570348000056
Cell#657	3950_2_1_1_0_2	-35.55	52854446952.0118	242162119516.1877	1264.3755451772688	0.6727543441330289	13265999999.999998	39404000000.0	8550261589.059509	39404000000.0	33.44163774061966	0.6763389005191881
Cell#285	3950_1_0_1_2	-31.46	124904964937.32362	384472269635.8319	5496.862587121683	0.5935779210814164	36302000000.0	62256000000.0	24881236055.522247	62256000000.0	113.32942634813271	0.4278577408466613
Cell#114	3944_0_3_1	-30.29	98976573378.60524	300599773386.4098	3023.162190885514	0.5555182224355552	1139000000.0	2568000000.0	793884966.9508066	2568000000.0	0.23192574155140014	0.6066202430760609
Cell#590	3948_0_2_1	-29.52	119132412437.52763	417808667943.8823	5062.536148826521	0.5972472136305097	11605000000.0	24500000000.0	8179472969.444669	24500000000.0	14.722652217523983	0.4691024542052161
Cell#594	3950_2_0_1_3_1	-2.64	128556808616.45737	394725097464.29004	5134.233585671135	0.5573688957107364	6712000000.000001	18519000000.0	6534793369.33888	18519000000.0	10.356046214350963	0.4924533886042133
Cell#332	3949_3_1_0	-25.82	139268651298.82727	392550908990.6177	5930.914380252365	0.5529774957902795	19630000000.0	35275000000.0	14560732419.230476	35275000000.0	38.09450081697128	0.4238848770874543
Cell#163	3948_1_3_2_0	-43.94	69461348031.50891	403079128157.1513	1635.4993072659847	0.582213102526524	34333000000.0	56047000000.0	19247077411.12272	56047000000.0	20.431354618037027	0.23484633544907635
Cell#508	3962_3_0_0	3.17	151422838950.0947	473250720801.6419	6782.757110869647	0.543890844665939	9728000000.0	29930000000.0	10036278047.650747	29930000000.0	25.7572649652806	0.5056816427629867
Cell#903	3943_0_1_0_3	-14.04	149601776297.11914	430313558518.556	6841.163766984046	0.5528766433890915	40634000000.0	74158999999.99998	34928952666.64174	74158999999.99998	129.42357946657788	0.32570253578274266
Cell#567	3944_1_0	2.32	147506108821.03787	380805735481.1267	6265.8909392293135	0.5366379837327173	33539000000.0	80223000000.0	34318257661.971096	80223000000.0	239.61234924396305	0.45105486143072343
Cell#473	3962_0_1_3	-33.32	127624911060.82544	407978808375.87177	6775.124024569246	0.6449457309999519	14142999999.999998	22337000000.0	9430164371.340607	22337000000.0	14.380738277445346	0.4021344950959252
Cell#760	3948_1_2_2_3	-31.88	112738972889.68904	427793361968.047	4128.233342425732	0.5699123191600557	9493000000.0	17749000000.000004	6466970308.734382	17749000000.000004	5.04544453725458	0.34733524236997276
Cell#678	3950_3_1_1_1_2_3	30.7	125617180342.19395	338283372521.9774	6186.238947371746	0.626129699881426	7159000000.0	25026999999.999996	9356611557.532839	25026999999.999996	33.5760694643121	0.619293222804234
Cell#173	3950_1_0_3_0	-18.09	151268293149.58838	437049913978.7256	6156.039064909975	0.5186839111955137	9111000000.0	22092000000.0	7462778348.539644	22092000000.0	15.910103825705423	0.5344855446047448
Cell#281	3948_2_2_3	-28.13	146652339249.06836	489125051920.30304	6337.899926425541	0.5428548146149187	30619000000.0	51846000000.0	22004662249.223858	51846000000.0	48.39829475104712	0.3161551954920257
Cell#148	3962_3_0_1	-37.08	87489932560.32675	412197047523.5916	2800.5381981023766	0.6048708682510824	5747000000.000001	14114000000.0	3616380756.3142114	14114000000.0	2.912730798264283	0.47192830328989044
Cell#741	3945_2_2	-22.7	129251488720.33377	370972167735.5229	5426.685574974543	0.5699434612511173	11027000000.000002	25857000000.0	8524361823.866041	25857000000.0	27.67329582758427	0.6171185021601042
Cell#137	3948_3_1_2	-8.5	155785283251.7822	426606480561.1398	6892.507833277071	0.5329202290710734	18095000000.0	35043000000.0	16557402164.25697	35043000000.0	30.904216219621016	0.33575050093368514
Cell#443	3950_1_3_1_0_1	-14.75	161714365373.61188	415616514030.5404	8522.389575235018	0.5708632564882921	3138000000.0	7035000000.0	2674626419.360678	7035000000.0	2.496120945335929	0.590703687684231
Cell#269	3948_1_2_3_0	-31.54	110314013985.681	310948550855.7505	3592.3970849587845	0.5433272412287872	7055000000.0	11283000000.0	4829966729.029267	11283000000.0	3.642062221617901	0.3951204805928443
Cell#9	3946_3_0_0	-7.74	85399655358.68745	261781816856.4375	2598.7795085715256	0.5969371376722253	14479000000.000002	42710000000.0	13359235150.761072	42710000000.0	71.52029416116041	0.6330427678659837
Cell#783	3963_2_0_0	0.64	80992127968.12729	362725604487.98016	3427.872658829126	0.722885528001872	22564000000.0	104842000000.00002	22708141226.867172	104842000000.00002	290.3977100065143	0.7504383279427667
Cell#368	3950_2_0_3_3_1	-6.2	178268816783.7793	444350818205.94946	8795.42528742264	0.5260815122842926	21011999999.999996	44821000000.00001	19708882716.452934	44821000000.00001	76.8344423128851	0.4447500100617359
Cell#2	3950_3_1_2_0_3	19.34	149072227167.95212	346160987428.71643	6560.830859989174	0.5433537652045182	2534000000.0000005	7407000000.0	3024082811.791351	7407000000.0	3.2176705436633632	0.5931671720208807
Cell#396	3950_3_2_1_3_2	-29.66	124698033413.64413	411490583782.0586	7215.251509620761	0.6811866575387907	5857000000.0	11142999999.999998	4119820589.0015244	11142999999.999998	4.305078015407578	0.5036307158220903
Cell#928	3951_1_3_2_3	-34.17	122809139007.81815	432539535214.072	4772.386383436151	0.5625188915848226	9011000000.000002	21541999999.999996	5931605283.86915	21541999999.999996	12.00753147956025	0.5841906792894938
Cell#136	3950_2_0_3_0_0_1	-40.15	131532898434.73505	403540393368.7428	7192.972134029527	0.644792234823661	15696000000.0	24910999999.999996	9394270204.38138	24910999999.999996	23.533738890850724	0.5163954628336365
Cell#529	3948_1_1_1_2	-23.44	119088963623.64131	395534120312.97626	4025.088833006199	0.532741119496619	13700000000.0	37121000000.0	10489433897.989952	37121000000.0	37.04113371811075	0.5802165132149458
Cell#337	3944_3_1_2	-41.72	112981580358.85385	376333000141.6428	4073.5374375587717	0.5649086317439003	23355000000.0	39436000000.0	13611736400.969118	39436000000.0	38.622541458540965	0.45656949760322235
Cell#587	3945_1_2_3	-21.73	134247144007.19112	440735955379.74396	5912.071843200411	0.5727496022259206	7992999999.999999	14126000000.0	6255673466.29224	14126000000.0	3.7150485347669813	0.30811168894935187
Cell#763	3945_0_0_0_1_0	-39.27	80659627072.29451	444820235549.9799	4799.273894108354	0.8588781575269776	17030000000.000002	41873999999.99999	10342360939.389679	41873999999.99999	36.30080225937905	0.5825569950239526
Cell#456	3950_3_0_1_2_3	-23.09	145745996140.86002	389456741149.9996	6183.778420790894	0.5395482979052182	12175000000.0	26846000000.0	9364200158.438786	26845999999.999996	31.52443596512128	0.5995880579159385
Cell#214	3950_3_0_2_1_0	-39.31	133691916915.82756	385220349739.705	4397.293198935468	0.4960067214029676	8254000000.0	15374000000.0	5008655985.103538	15374000000.0	7.362096171504666	0.5417258249219837
Cell#81	3949_2_2	-11.12	141520050144.4917	445805583782.7889	5845.06708389032	0.5402276097522104	14434000000.000002	43533000000.0	12828640971.19803	43533000000.0	59.04745325661141	0.5989905000979557
Cell#855	3947_1_1_3_2	-53.47	66571522825.63977	428628441137.1047	2929.8344235686945	0.8130795668152495	10134000000.0	19653000000.0	4715382303.605014	19653000000.0	4.896345450814285	0.46926602916906823
Cell#43	3944_2_2	-23.6	208021889915.90344	462830376733.5111	11144.893244790557	0.5074916706901591	29343000000.000004	48608999999.99999	22416584294.64937	48608999999.99999	115.24165516738086	0.47888948963184524
Cell#462	3945_1_1_1	-32.38	145764994952.5649	388723579168.1135	6269.381980334809	0.5431992025815433	11449000000.000002	19752000000.0	7742115942.677994	19752000000.0	15.083723088908195	0.501642824654914
Cell#259	3947_2_0_1_2	-62.0	73224594974.74336	384557111619.20746	2055.711682918651	0.6191902709583773	9667000000.0	16149999999.999998	3673487407.6768	16149999999.999998	3.316893295442162	0.4957779356142231
Cell#711	3961_2_3_3_2_0	-18.46	92874977037.53552	315658305585.7007	3557.983832918839	0.6422487472082559	13220999999.999998	35891999999.99999	10780635004.707312	35891999999.99999	45.09636870080836	0.6229116361838282
Cell#700	3950_0_3_3_1	-26.17	122795617994.17084	371088703451.655	4805.947611248604	0.5645555055950242	14072000000.0	26346000000.0	10389913471.82416	26346000000.0	19.560757332257936	0.4256777025175065
Cell#645	3950_2_3_0_0_2	-42.96	122670423345.05241	393400321189.8955	3850.717114782605	0.5058607033737736	12761000000.0	24885000000.0	7279322472.219581	24885000000.0	16.004049240848882	0.5495712187986391
Cell#140	3950_0_0_1_1	-49.72	61684636013.31778	381672699755.34564	1786.965165064696	0.6853004813119248	16907000000.0	37189000000.0	8501174083.9168625	37189000000.0	14.497270392427025	0.44788261991157313
Cell#422	3949_2_0	-18.06	138080103088.28137	384892822059.67737	5643.692032900998	0.5440647024481768	5315000000.0	13192000000.0	4354656942.392302	13191999999.999998	7.175906239861668	0.6151548190957742
Cell#14	3952_1_0_2_2	-39.65	91911742271.41182	306353312364.99036	3349.6480899617827	0.6296926047109079	23842000000.0	46111000000.00001	14388698348.734028	46111000000.00001	72.98825818815132	0.5937518719941445
Cell#639	3950_3_0_2_2_2	-9.53	101131360959.30391	354796037456.9099	3152.2631341826063	0.5551692200201099	6117999999.999999	15160000000.0	5535436793.961553	15159999999.999998	4.460738599002017	0.3815500290132486
Cell#194	3952_1_1_3	-14.11	84030109723.95987	285544152286.716	2402.4255299068614	0.5832973945420904	4110000000.0000005	12026000000.0	3529932225.9522266	12026000000.0	4.250054989841546	0.584024286530078
Cell#569	3952_2_0_0	-37.15	80119826585.72748	325491199843.11914	2840.973260913478	0.6652633102802811	44156000000.00001	90105000000.0	27751324609.734505	90105000000.0	181.44304551123906	0.4853851061003907
Cell#713	3945_0_3_0_0	-34.37	126646153369.92844	421929800648.11	7254.311583274749	0.6725213856792247	44277000000.0	80076000000.0	29057307064.392452	80076000000.0	213.5813341112126	0.5029517048770902
Cell#37	3944_3_2_3	1.01	154866407100.25574	432693463312.0864	7164.860970358338	0.5465710954212272	15612000000.0	33760999999.999996	15768794427.081419	33760999999.999996	28.567320785757992	0.33895048863673527
Cell#800	3950_1_0_3_2_0	-33.3	85011826666.06287	322417687737.8188	3160.565093461219	0.6613068504825832	32332000000.0	75366000000.0	21566691396.342777	75366000000.0	159.23791820465482	0.5851129654047701
Cell#581	3950_3_1_2_3_2_0	-25.23	108737930712.55643	433393348538.8811	3401.546803985401	0.5363609624792325	41033000000.0	73168000000.0	30679168056.364655	73168000000.0	58.68748031796596	0.24970610103734767
Cell#94	3962_3_1	-18.7	188191866904.48657	453300568624.3276	10140.017714333027	0.5350797386507685	12957000000.0	25069000000.000004	10533797121.949453	25069000000.000004	29.959069617365245	0.5196120468935731
Cell#121	3952_1_3_1_2	-29.29	135030814035.13762	423566483774.3748	7057.878572294642	0.6221630361490406	35533000000.0	61276000000.0	25124426586.347305	61276000000.0	108.51312089625563	0.4146149603189515
Cell#425	3947_1_0_1	-17.13	142210843713.04083	434050009310.15375	8688.883084444165	0.6554646335350643	23736000000.0	59431999999.99999	19670351898.515842	59431999999.99999	160.0965617866335	0.6432486347978952
Cell#139	3950_3_1_0_0_0	-27.12	71727293032.32707	260971677206.21548	2511.847738563627	0.6987345434292086	6369000000.0	13942000000.0	4641689139.9379635	13942000000.0	6.057742322063755	0.5302483748079226
Cell#813	3951_2_2_3_2_1	-38.65	103585913684.73949	377409232437.8174	3821.781024248871	0.5968046506632613	35975000000.0	70587000000.0	22072167032.50524	70587000000.0	119.05906764773384	0.49435196480182597
Cell#434	3950_1_2_2	23.99	144112197349.79626	398215934667.54364	5920.691624547643	0.5339314229569939	2126000000.0	7964000000.0	2635999874.704659	7964000000.0	2.581794248761858	0.6095585527189148
Cell#66	3949_3_3_2_1	-39.63	56404774549.133606	238926360731.9274	1087.8872719528379	0.5847578762412154	18836000000.0	40088000000.0	11372031889.829435	40088000000.0	26.697364413786637	0.4543558518543188
Cell#495	3950_0_3_1_2_0	-37.83	52230116038.23373	184956500854.76767	904.8799477532698	0.5759363522939438	25963000000.0	48309000000.0	16140249012.759682	48309000000.0	53.83478182869694	0.45459143399592855
Cell#328	3952_1_2_1	-41.0	110104078979.49428	422884726070.47577	4169.834379354482	0.5864837649111075	13540000000.0	24439000000.0	7987537075.338629	24439000000.0	11.304088583374131	0.4209251633115889
Cell#30	3950_0_2_0_1_3	-15.18	169812250243.25208	497628230788.9177	9323.637810925666	0.5686220283610386	8494000000.0	20350000000.0	7205272337.865214	20350000000.0	14.931059311180569	0.5362840862016381
Cell#582	3952_1_2_3_1	-13.87	140850830448.778	466197226486.8872	6982.929168277813	0.5932795879263983	55326000000.0	99176000000.0	47651746668.93697	99176000000.0	174.92478573455722	0.27755359126005646
Cell#117	3945_0_1_2_0	-6.69	127055980091.47708	381636399637.1825	7821.694995776705	0.6960738647623184	3126000000.0000005	8892000000.000002	2917350458.2600713	8892000000.000002	4.293216514332745	0.7102361803126223
Cell#851	3951_2_2_1_2_2	-30.58	62645206481.29101	324061146997.5835	1742.4961366291718	0.6663433484977519	27337000000.0	44111999999.99999	18976141781.410454	44111999999.99999	17.175811523158586	0.218399035620036
Cell#106	3950_2_1_3	-42.11	93619465836.23784	320141985139.089	2609.0583334221283	0.5456017262634519	14885000000.0	28515000000.0	8617290226.698696	28515000000.0	19.932946619946055	0.5181017173178922
Cell#476	3950_2_2_3_3	-23.94	96959522829.88713	325015679007.4343	3067.1014632300157	0.5711808022108256	24185000000.0	49611999999.99999	18395198889.54567	49611999999.99999	57.212226764101665	0.41118753230512634
Cell#168	3950_2_0_0_0_2	-12.63	191898260876.3232	456210860691.882	10406.358449344296	0.5315918961706192	15240000000.0	29162000000.0	13315265477.157532	29162000000.0	37.35974151521615	0.45904166024494825
Cell#565	3950_3_2_1_0_1_0	-19.54	131251054103.88637	408216482902.1234	5183.589205670615	0.548545287477068	19230000000.0	45415000000.0	15473345264.802359	45415000000.0	59.828947582802485	0.4998865657913681
Cell#153	3962_3_3_0	-38.55	121182917530.61789	354822824853.2316	4219.816138311509	0.5360500739348772	12427000000.0	21175000000.0	7636147280.885536	21175000000.0	14.049430357292753	0.4908570825068329
Cell#128	3947_0_1_2	-39.42	71923584549.66714	250745600924.73993	1692.220004061581	0.5719487149302969	21081999999.999996	36231000000.0	12771510521.752178	36231000000.0	29.115613732156916	0.42249415885787595
Cell#320	3950_2_3_0_0_0_0	-27.74	142551887193.2342	426788324499.0546	6243.3539370501885	0.5542886768247783	15818000000.0	31449000000.0	11430176094.517561	31449000000.0	30.82240260790099	0.4857136663765189
Cell#281	3950_2_0_0_0_1	-23.3	145835787740.3058	449418332887.04596	9258.743956638975	0.6597994136258932	30619000000.0	51846000000.0	23484094808.763466	51846000000.0	80.17874291696083	0.38129033461569595
Cell#602	3950_0_2_3_2_2	-22.94	147733370233.3863	387226199215.6453	5352.180809965041	0.49520700886461905	13180000000.0	23996000000.0	10156544339.1891	23996000000.0	17.787289432448937	0.4152493077733432
Cell#453	3945_0_0_0_0_3	-31.98	77122025963.8401	400203721545.29614	3066.7729227704267	0.7180627207198366	18210000000.0	36495000000.0	12386691976.766548	36495000000.0	17.17938176599275	0.33461732835658076
Cell#11	3951_0_1_3	-2.81	214423828897.9438	474281303635.4774	11957.17416843663	0.509966010151816	8125000000.0	18892000000.0	7897487045.005687	18892000000.0	21.251811182745403	0.5837260192439365
Cell#616	3950_0_2_0_1_1	-47.69	80523456279.24385	371313507981.91284	2875.352509429802	0.665921658336306	15898000000.0	37830000000.0	8315954239.333668	37830000000.0	29.537288344325525	0.6535415750820331
Cell#482	3949_3_3_0_1	-31.79	93189720385.3005	445024419214.4872	3401.786958899711	0.6258720354629956	22483000000.0	31220000000.0	15336373359.892462	31220000000.0	6.997462018078731	0.17248351823514327
Cell#640	3950_2_0_0_1_3	-29.66	94472473569.11816	399187876289.1038	3135.481999866711	0.5927162981166028	20748000000.0	38113000000.0	14595311557.46938	38113000000.0	18.83347145095243	0.2973389606271211
Cell#700	3945_0_0_3_2	-24.74	97378204077.10143	287689268545.071	3139.821045217675	0.5754275982010425	14072000000.0	26346000000.0	10589712139.85858	26346000000.0	21.04552232233428	0.4332072334101972
